9.999,-2.7285e-60,-0.005,0.016885
9.999,-2.7285e-60,-0.005,0.001627
9.999,-2.7285e-60,-0.005,0.001519
9.999,-2.7285e-60,-0.005,0.001704
9.999,-2.7285e-60,-0.005,0.001539
9.999,-2.7285e-60,-0.005,0.002155
9.999,-2.7285e-60,-0.005,0.002404
9.999,-2.7285e-60,-0.005,0.001207
9.999,-2.7285e-60,-0.005,0.001661
9.999,-2.7285e-60,-0.005,0.001182
9.999,-2.7285e-60,-0.005,0.001495
9.91228,-2.7285e-60,-0.005,0.00115
9.82456,-2.7285e-60,-0.00324561,0.001121
9.73684,-2.7285e-60,-0.000263158,0.001195
9.64912,-2.72605e-60,-0.000526316,0.001756
9.5614,-2.71622e-60,-0.00245614,0.001388
9.47368,-2.70885e-60,-0.00131579,0.004138
9.47368,-2.70885e-60,-0.00131579,0.006493
9.17932,-2.6892e-60,-0.00184211,0.003788
9.17932,-2.6892e-60,-0.00184211,0.005175
8.5906,8.62836e-08,-0.000556341,0.005262
8.5906,8.62836e-08,-0.000556341,0.004819
8.5906,8.62836e-08,-0.000556341,0.005316
7.70752,2.51176e-07,0.0022183,0.005735
7.70752,2.51176e-07,0.0022183,0.010716
7.1188,3.54408e-07,0.000367948,0.006303
7.1188,3.54408e-07,0.000367948,0.006052
6.53008,1.13088e-07,-0.001503,0.006349
6.53008,1.13088e-07,-0.001503,0.00928
5.94136,-6.27742e-08,-0.00118685,0.006269
5.94136,-6.27742e-08,-0.00118685,0.004268
5.05828,1.80249e-07,0.00236665,0.004315
5.05828,1.80249e-07,0.00236665,0.006237
4.53569,3.08357e-07,0.000400079,0.00655
4.24133,1.82063e-07,0.00111394,0.005569
3.94697,6.87219e-08,0.000940591,0.00743
3.94697,6.87219e-08,0.000940591,0.003872
3.35825,-2.20731e-07,-0.0020677,0.005432
3.35825,-2.20731e-07,-0.0020677,0.004267
3.35825,-2.20731e-07,-0.0020677,0.004222
2.81444,-4.0875e-07,-0.00227334,0.004127
2.81444,-4.0875e-07,-0.00227334,0.005827
2.28414,-1.60067e-07,0.00103629,0.004273
2.28414,-1.60067e-07,0.00103629,0.006783
1.48512,5.93478e-07,3.1621e-05,0.005774
1.48512,5.93478e-07,3.1621e-05,0.005403
1.48512,5.93478e-07,3.1621e-05,0.004594
1.06528,8.74757e-07,0.000760608,0.006406
0.948202,9.33146e-07,0.000544952,0.00631
0.948202,9.33146e-07,0.000544952,0.005676
0.643078,9.34932e-07,0.000980017,0.003675
0.643078,9.34932e-07,0.000980017,0.007081
0.643078,9.34932e-07,0.000980017,0.003681
0.420039,8.25138e-07,0.000148679,0.007325
0.420039,8.25138e-07,0.000148679,0.00564
0.150609,5.85384e-07,0.00171328,0.009441
0.150609,5.85384e-07,0.00171328,0.006179
-0.0314752,1.93491e-07,0.00181558,0.006562
-0.0314752,1.93491e-07,0.00181558,0.006095
0.0590585,-2.63154e-07,0.00144338,0.010761
0.0590585,-2.63154e-07,0.00144338,0.003857
0.0663959,-8.40872e-07,0.00108613,0.003953
0.0663959,-8.40872e-07,0.00108613,0.003781
0.0524823,-1.45565e-06,-0.00146965,0.003739
0.0524823,-1.45565e-06,-0.00146965,0.006523
0.0524823,-1.45565e-06,-0.00146965,0.004273
0.0368583,-1.95469e-06,-0.0015564,0.006882
0.0368583,-1.95469e-06,-0.0015564,0.005195
0.0162339,-2.08828e-06,-0.000331003,0.004137
0.0162339,-2.08828e-06,-0.000331003,0.004289
0.00308211,-1.94651e-06,-0.000111422,0.00551
0.00308211,-1.94651e-06,-0.000111422,0.005695
0.00209824,-1.65472e-06,-0.000175531,0.009501
0.00209824,-1.65472e-06,-0.000175531,0.007225
0.00209824,-1.65472e-06,-0.000175531,0.004347
0.00646513,-1.42191e-06,-0.0003937,0.004286
0.005617,-1.35252e-06,-0.000523,0.003871
0.005617,-1.35252e-06,-0.000523,0.006549
0.00362773,-1.19287e-06,-0.000731094,0.006582
0.00362773,-1.19287e-06,-0.000731094,0.004973
0.00362773,-1.19287e-06,-0.000731094,0.006686
0.00230663,-9.90962e-07,-0.000865127,0.003839
0.00230663,-9.90962e-07,-0.000865127,0.006984
0.000753454,-7.35914e-07,-0.000937774,0.003748
0.000753454,-7.35914e-07,-0.000937774,0.006386
-6.69702e-05,-4.27349e-07,-0.000953751,0.006313
-6.69702e-05,-4.27349e-07,-0.000953751,0.005697
0.000150922,1.28088e-07,-0.000947169,0.005122
0.000150922,1.28088e-07,-0.000947169,0.005717
0.000323225,5.43842e-07,-0.000955017,0.003702
0.000314898,7.60944e-07,-0.00096148,0.00521
0.000291464,9.83118e-07,-0.000967777,0.008544
0.000291464,9.83118e-07,-0.000967777,0.007631
0.000212434,1.44035e-06,-0.000978815,0.003747
0.000212434,1.44035e-06,-0.000978815,0.007716
0.000143862,1.9113e-06,-0.00098675,0.005659
0.000143862,1.9113e-06,-0.00098675,0.009434
0.000143862,1.9113e-06,-0.00098675,0.003854
9.38933e-05,2.39301e-06,-0.000992089,0.00385
9.38933e-05,2.39301e-06,-0.000992089,0.004924
3.35806e-05,2.88286e-06,0.000995091,0.00479
3.35806e-05,2.88286e-06,0.000995091,0.005843
1.55492e-07,3.37872e-06,0.000995874,0.004046
1.55492e-07,3.37872e-06,0.000995874,0.007084
5.92594e-06,3.69575e-06,0.000995729,0.003958
5.92594e-06,3.69575e-06,0.000995729,0.003911
9.70491e-06,3.6914e-06,0.00099585,0.003866
1.44364e-05,3.56446e-06,0.000996312,0.010387
1.44364e-05,3.56446e-06,0.000996312,0.004107
1.44364e-05,3.56446e-06,0.000996312,0.006614
7.39164e-06,3.16119e-06,0.000997079,0.004322
7.39164e-06,3.16119e-06,0.000997079,0.00463
5.4962e-06,2.79738e-06,0.000997366,0.004993
5.4962e-06,2.79738e-06,0.000997366,0.003836
5.4962e-06,2.79738e-06,0.000997366,0.005158
3.75712e-06,2.38363e-06,0.000997577,0.003891
3.75712e-06,2.38363e-06,0.000997577,0.005581
1.54281e-06,1.93498e-06,0.000997705,0.003764
1.54281e-06,1.93498e-06,0.000997705,0.00497
2.03319e-07,1.46212e-06,0.000997749,0.006089
2.03319e-07,1.46212e-06,0.000997749,0.006574
2.22249e-07,7.23569e-07,0.000997753,0.00576
2.22249e-07,7.23569e-07,0.000997753,0.005693
5.24081e-07,2.19032e-07,0.000997765,0.005354
5.13215e-07,-3.55164e-08,0.000997774,0.005692
4.76613e-07,-2.91125e-07,0.000997783,0.005303
4.76613e-07,-2.91125e-07,0.000997783,0.006342
3.494e-07,-8.04588e-07,0.000997797,0.003851
3.494e-07,-8.04588e-07,0.000997797,0.004557
3.494e-07,-8.04588e-07,0.000997797,0.006076
2.37268e-07,-1.31997e-06,0.000997805,0.006573
2.37268e-07,-1.31997e-06,0.000997805,0.005979
9.56679e-08,-1.83632e-06,0.000997806,0.005707
9.56679e-08,-1.83632e-06,0.000997806,0.003719
-1.04635e-08,-2.61115e-06,0.000997798,0.006655
-1.04635e-08,-2.61115e-06,0.000997798,0.006296
3.57428e-08,-3.12708e-06,0.000997791,0.006679
3.80079e-08,-3.38466e-06,0.000997789,0.003952
3.71019e-08,-3.6419e-06,0.000997787,0.006234
3.71019e-08,-3.6419e-06,0.000997787,0.005927
2.94839e-08,-4.15531e-06,0.000997785,0.00547
2.94839e-08,-4.15531e-06,0.000997785,0.004323
2.94839e-08,-4.15531e-06,0.000997785,0.006512
2.07531e-08,-4.66734e-06,-0.000997786,0.004427
2.07531e-08,-4.66734e-06,-0.000997786,0.004608
9.21499e-09,-5.17802e-06,-0.000997791,0.00823
9.21499e-09,-5.17802e-06,-0.000997791,0.006669
-3.06754e-10,-5.5061e-06,-0.000997803,0.007535
-3.06754e-10,-5.5061e-06,-0.000997803,0.008355
-3.06754e-10,-5.5061e-06,-0.000997803,0.004106
5.15306e-09,-5.37699e-06,-0.000997821,0.004594
4.43486e-09,-5.26562e-06,-0.000997828,0.003846
4.43486e-09,-5.26562e-06,-0.000997828,0.006196
2.80516e-09,-4.97064e-06,-0.000997844,0.003796
2.80516e-09,-4.97064e-06,-0.000997844,0.005797
1.76075e-09,-4.60325e-06,-0.000997861,0.005742
1.76075e-09,-4.60325e-06,-0.000997861,0.004477
1.76075e-09,-4.60325e-06,-0.000997861,0.006998
1.10053e-09,-4.18511e-06,-0.000997879,0.00476
1.10053e-09,-4.18511e-06,-0.000997879,0.004108
3.36563e-10,-3.73152e-06,-0.000997897,0.003758
3.36563e-10,-3.73152e-06,-0.000997897,0.004029
-5.4607e-11,-3.25338e-06,-0.000997914,0.006782
-5.4607e-11,-3.25338e-06,-0.000997914,0.003849
-2.58495e-11,-2.75845e-06,-0.00099793,0.005642
-2.58495e-11,-2.75845e-06,-0.00099793,0.003865
2.5465e-10,-1.99621e-06,-0.000997948,0.007281
2.5465e-10,-1.99621e-06,-0.000997948,0.00384
2.5465e-10,-1.99621e-06,-0.000997948,0.005915
9.12728e-11,-1.22058e-06,-0.000997959,0.005497
8.3773e-11,-9.60368e-07,-0.000997961,0.005974
8.3773e-11,-9.60368e-07,-0.000997961,0.003875
6.02363e-11,-4.3886e-07,-0.000997962,0.005548
6.02363e-11,-4.3886e-07,-0.000997962,0.00417
6.02363e-11,-4.3886e-07,-0.000997962,0.005048
4.05507e-11,8.3409e-08,-0.00099796,0.004145
4.05507e-11,8.3409e-08,-0.00099796,0.006495
1.6005e-11,6.05822e-07,-0.000997953,0.004692
1.6005e-11,6.05822e-07,-0.000997953,0.005811
-2.00906e-12,1.38872e-06,-0.000997937,0.007082
-2.00906e-12,1.38872e-06,-0.000997937,0.005135
-2.00906e-12,1.38872e-06,-0.000997937,0.004111
1.0159e-11,2.1695e-06,-0.000997914,0.006551
8.67928e-12,2.42917e-06,-0.000997905,0.003678
8.67928e-12,2.42917e-06,-0.000997905,0.005893
5.44276e-12,2.94726e-06,-0.000997887,0.003847
5.44276e-12,2.94726e-06,-0.000997887,0.006559
5.44276e-12,2.94726e-06,-0.000997887,0.004001
3.38396e-12,3.46378e-06,-0.000997867,0.004457
3.38396e-12,3.46378e-06,-0.000997867,0.004085
1.90248e-12,3.72146e-06,-0.000997857,0.006111
1.90248e-12,3.72146e-06,-0.000997857,0.004412
-2.4869e-14,4.23578e-06,-0.000997837,0.008432
-2.4869e-14,4.23578e-06,-0.000997837,0.003945
-1.05693e-12,5.26029e-06,-0.000997804,0.005969
-1.05693e-12,5.26029e-06,-0.000997804,0.004197
-1.05693e-12,5.26029e-06,-0.000997804,0.004546
7.31859e-13,6.02464e-06,-0.000997789,0.004388
5.7554e-13,6.27856e-06,-0.000997787,0.004153
5.7554e-13,6.27856e-06,-0.000997787,0.003937
3.19744e-13,6.78488e-06,0.000997789,0.004213
3.19744e-13,6.78488e-06,0.000997789,0.005462
3.19744e-13,6.78488e-06,0.000997789,0.003992
4.24087e-11,7.20939e-06,0.000997799,0.008755
4.24087e-11,7.20939e-06,0.000997799,0.006849
4.50164e-11,7.35664e-06,0.000997814,0.0071
4.50164e-11,7.35664e-06,0.000997814,0.00402
-1.81206e-11,7.21838e-06,0.000997847,0.00913
-1.81206e-11,7.21838e-06,0.000997847,0.011637
-1.81206e-11,7.21838e-06,0.000997847,0.006114
-1.63478e-11,6.80276e-06,0.000997892,0.003882
-1.54223e-11,6.62342e-06,0.000997908,0.004532
-1.54223e-11,6.62342e-06,0.000997908,0.003858
-1.21023e-11,6.22219e-06,0.000997945,0.004956
-1.21023e-11,6.22219e-06,0.000997945,0.003929
-8.72724e-12,5.77862e-06,0.000997983,0.004144
-8.72724e-12,5.77862e-06,0.000997983,0.003589
-8.72724e-12,5.77862e-06,0.000997983,0.004376
-5.8602e-12,5.30572e-06,0.000998023,0.00399
-5.8602e-12,5.30572e-06,0.000998023,0.005475
-2.1334e-12,4.81257e-06,0.000998062,0.003852
-2.1334e-12,4.81257e-06,0.000998062,0.004509
